[2024-04-12 16:28:45,923] [INFO] [real_accelerator.py:191:get_accelerator] Setting ds_accelerator to cuda (auto detect)
mb size: 50, ar across: 50, ar in: 50
Loading done. creating layer execution results...
Returning from get_profiler_results
[<oobleck.LayerExecutionResults.[LayerExecutionResult[0] with forward: 0.480267, backward: 1.440801
LayerExecutionResult[1] with forward: 17.642857, backward: 52.928570
LayerExecutionResult[2] with forward: 15.454038, backward: 46.362114
LayerExecutionResult[3] with forward: 15.783791, backward: 47.351372
LayerExecutionResult[4] with forward: 15.416411, backward: 46.249233
LayerExecutionResult[5] with forward: 15.451282, backward: 46.353848
LayerExecutionResult[6] with forward: 15.958925, backward: 47.876774
LayerExecutionResult[7] with forward: 15.550517, backward: 46.651550
LayerExecutionResult[8] with forward: 15.306088, backward: 45.918262
LayerExecutionResult[9] with forward: 15.607471, backward: 46.822414
LayerExecutionResult[10] with forward: 19.879349, backward: 59.638046
LayerExecutionResult[11] with forward: 40.250435, backward: 120.751305
LayerExecutionResult[12] with forward: 41.174606, backward: 123.523819
LayerExecutionResult[13] with forward: 41.420849, backward: 124.262550
LayerExecutionResult[14] with forward: 38.876656, backward: 116.629967
LayerExecutionResult[15] with forward: 40.305164, backward: 120.915497
LayerExecutionResult[16] with forward: 40.190098, backward: 120.570297
LayerExecutionResult[17] with forward: 40.411201, backward: 121.233597
LayerExecutionResult[18] with forward: 39.963051, backward: 119.889153
LayerExecutionResult[19] with forward: 40.166515, backward: 120.499542
LayerExecutionResult[20] with forward: 39.576550, backward: 118.729645
LayerExecutionResult[21] with forward: 46.629864, backward: 139.889587
LayerExecutionResult[22] with forward: 39.415607, backward: 118.246826
LayerExecutionResult[23] with forward: 39.264404, backward: 117.793205
LayerExecutionResult[24] with forward: 39.549824, backward: 118.649475
LayerExecutionResult[25] with forward: 39.294758, backward: 117.884277
LayerExecutionResult[26] with forward: 39.936367, backward: 119.809097
LayerExecutionResult[27] with forward: 39.205643, backward: 117.616928
LayerExecutionResult[28] with forward: 48.581570, backward: 145.744720
LayerExecutionResult[29] with forward: 39.634136, backward: 118.902405
LayerExecutionResult[30] with forward: 39.895016, backward: 119.685043
LayerExecutionResult[31] with forward: 38.133350, backward: 114.400047
LayerExecutionResult[32] with forward: 39.928581, backward: 119.785744
LayerExecutionResult[33] with forward: 39.060398, backward: 117.181198
LayerExecutionResult[34] with forward: 38.717205, backward: 116.151619
LayerExecutionResult[35] with forward: 40.003651, backward: 120.010948
LayerExecutionResult[36] with forward: 39.504318, backward: 118.512955
LayerExecutionResult[37] with forward: 39.737701, backward: 119.213104
LayerExecutionResult[38] with forward: 40.139610, backward: 120.418823
LayerExecutionResult[39] with forward: 40.313435, backward: 120.940308
LayerExecutionResult[40] with forward: 38.735798, backward: 116.207390
LayerExecutionResult[41] with forward: 38.510563, backward: 115.531693
LayerExecutionResult[42] with forward: 39.094463, backward: 117.283386
LayerExecutionResult[43] with forward: 39.054867, backward: 117.164597
LayerExecutionResult[44] with forward: 42.587444, backward: 127.762337
LayerExecutionResult[45] with forward: 10.665278, backward: 31.995834
LayerExecutionResult[46] with forward: 10.718838, backward: 32.156513
LayerExecutionResult[47] with forward: 10.643711, backward: 31.931133
LayerExecutionResult[48] with forward: 10.903043, backward: 32.709129
LayerExecutionResult[49] with forward: 11.556245, backward: 34.66873]>, <oobleck.LayerExecutionResults.[LayerExecutionResult[0] with forward: 0.160089, backward: 0.480267
LayerExecutionResult[1] with forward: 5.880952, backward: 17.642857
LayerExecutionResult[2] with forward: 5.151346, backward: 15.454038
LayerExecutionResult[3] with forward: 5.261264, backward: 15.783791
LayerExecutionResult[4] with forward: 5.138804, backward: 15.416411
LayerExecutionResult[5] with forward: 5.150427, backward: 15.451283
LayerExecutionResult[6] with forward: 5.319642, backward: 15.958925
LayerExecutionResult[7] with forward: 5.183506, backward: 15.550517
LayerExecutionResult[8] with forward: 5.102029, backward: 15.306087
LayerExecutionResult[9] with forward: 5.202490, backward: 15.607471
LayerExecutionResult[10] with forward: 6.626450, backward: 19.879349
LayerExecutionResult[11] with forward: 13.416812, backward: 40.250435
LayerExecutionResult[12] with forward: 13.724869, backward: 41.174606
LayerExecutionResult[13] with forward: 13.806950, backward: 41.420850
LayerExecutionResult[14] with forward: 12.958885, backward: 38.876656
LayerExecutionResult[15] with forward: 13.435055, backward: 40.305166
LayerExecutionResult[16] with forward: 13.396699, backward: 40.190099
LayerExecutionResult[17] with forward: 13.470400, backward: 40.411199
LayerExecutionResult[18] with forward: 13.321017, backward: 39.963051
LayerExecutionResult[19] with forward: 13.388838, backward: 40.166514
LayerExecutionResult[20] with forward: 13.192183, backward: 39.576548
LayerExecutionResult[21] with forward: 15.543288, backward: 46.629862
LayerExecutionResult[22] with forward: 13.138536, backward: 39.415609
LayerExecutionResult[23] with forward: 13.088135, backward: 39.264402
LayerExecutionResult[24] with forward: 13.183275, backward: 39.549825
LayerExecutionResult[25] with forward: 13.098253, backward: 39.294759
LayerExecutionResult[26] with forward: 13.312122, backward: 39.936366
LayerExecutionResult[27] with forward: 13.068548, backward: 39.205643
LayerExecutionResult[28] with forward: 16.193857, backward: 48.581573
LayerExecutionResult[29] with forward: 13.211379, backward: 39.634135
LayerExecutionResult[30] with forward: 13.298339, backward: 39.895014
LayerExecutionResult[31] with forward: 12.711117, backward: 38.133349
LayerExecutionResult[32] with forward: 13.309527, backward: 39.928581
LayerExecutionResult[33] with forward: 13.020133, backward: 39.060399
LayerExecutionResult[34] with forward: 12.905735, backward: 38.717206
LayerExecutionResult[35] with forward: 13.334550, backward: 40.003649
LayerExecutionResult[36] with forward: 13.168106, backward: 39.504318
LayerExecutionResult[37] with forward: 13.245900, backward: 39.737701
LayerExecutionResult[38] with forward: 13.379870, backward: 40.139608
LayerExecutionResult[39] with forward: 13.437812, backward: 40.313436
LayerExecutionResult[40] with forward: 12.911933, backward: 38.735797
LayerExecutionResult[41] with forward: 12.836854, backward: 38.510564
LayerExecutionResult[42] with forward: 13.031488, backward: 39.094462
LayerExecutionResult[43] with forward: 13.018289, backward: 39.054866
LayerExecutionResult[44] with forward: 14.195815, backward: 42.587446
LayerExecutionResult[45] with forward: 3.555093, backward: 10.665278
LayerExecutionResult[46] with forward: 3.572946, backward: 10.718838
LayerExecutionResult[47] with forward: 3.547904, backward: 10.643711
LayerExecutionResult[48] with forward: 3.634348, backward: 10.903043
LayerExecutionResult[49] with forward: 3.852082, backward: 11.55624]>, <oobleck.LayerExecutionResults.[LayerExecutionResult[0] with forward: 0.106726, backward: 0.320178
LayerExecutionResult[1] with forward: 3.920635, backward: 11.761904
LayerExecutionResult[2] with forward: 3.434231, backward: 10.302692
LayerExecutionResult[3] with forward: 3.507509, backward: 10.522527
LayerExecutionResult[4] with forward: 3.425869, backward: 10.277607
LayerExecutionResult[5] with forward: 3.433618, backward: 10.300855
LayerExecutionResult[6] with forward: 3.546428, backward: 10.639283
LayerExecutionResult[7] with forward: 3.455670, backward: 10.367011
LayerExecutionResult[8] with forward: 3.401353, backward: 10.204058
LayerExecutionResult[9] with forward: 3.468327, backward: 10.404981
LayerExecutionResult[10] with forward: 4.417633, backward: 13.252899
LayerExecutionResult[11] with forward: 8.944541, backward: 26.833623
LayerExecutionResult[12] with forward: 9.149913, backward: 27.449738
LayerExecutionResult[13] with forward: 9.204633, backward: 27.613900
LayerExecutionResult[14] with forward: 8.639257, backward: 25.917770
